SKU,Description,Name,DisplayName,Available in SNaP,Pricing Formula,Cost,FranchisePrice,RetailPrice,Series,UOM,ProductType,VendorName,VendorItemNum,Type,Thickness,TypeCode,ColorCode,ProfileCode
PL-0000006,WHITE PL POST,WHITE PL POST,Winter White (Oxford White),,FINISH,0.3,1.2,3,,SF,S,LOUIS,L-CAZ03586-1,0,1,0,0,0
PL-0000007,Custom Match Pig Laq.,Custom Match Pig Laq.,Custom Match Pig Laq.,,CUSTOM FINISH,0.541,2.164,8.656,,SF,S,LOUIS,0,0,1,0,0,0
PL-0000008,Custom Gray POST,Custom Gray POST,Mystic Cloud (Custom Grey),,FINISH,0.409,1.636,4.09,,SF,S,LOUIS,L_CAZ04304_1,0,1,0,0,0
PL-0000009,Pepperdust POST,Pepperdust POST,Agreeable Greige (Pepperdust),,FINISH,0.458,1.832,4.58,,SF,S,LOUIS,L_CAZ02642_1,0,1,0,0,0
PL-0000010,Willow Grey POST,Willow Grey POST,Overcast (Willow Grey),,FINISH,0.409,1.636,4.09,,SF,S,LOUIS,L_CAZ04707-1,0,1,0,0,0
PL-0000014,CARE RETARDER,CARE RETARDER,CARE RETARDER,,FINISH,0.234,0.936,2.34,,SF,PL,LOUIS,,0,1,0,0,0
PL-0000016,LEVEL PRIMER WHITE,LEVEL PRIMER WHITE,LEVEL PRIMER WHITE,,FINISH,0.318,1.272,3.18,,SF,PL,LOUIS,,0,1,0,0,0
PL-0000017,Bankers Grey PL POST,Bankers Grey PL POST,Iron Mountain (Bankers Grey),,FINISH,0.436,1.744,4.36,,SF,PL,LOUIS,L-CAZ00143CWT-1,0,1,0,0,0
PL-0000018,Forest PL POST,Forest PL POST,Forest,,,0.541,2.164,8.656,,SF,PL,LOUIS,,0,1,0,0,0
PL-0000019,Sage PL POST,Sage PL POST,Sage,,,0.541,2.164,8.656,,SF,PL,LOUIS,,0,1,0,0,0
PL-0000020,Deep Blue PL POST,Deep Blue PL POST,Deep Blue,,,0.541,2.164,8.656,,SF,PL,LOUIS,,0,1,0,0,0
PL-0000021,Sky Blue PL POST,Sky Blue PL POST,Sky Blue,,,0.541,2.164,8.656,,SF,PL,LOUIS,,0,1,0,0,0
PM-0000001,ALMOND PAPER 3/8 G1,Almond_Paper_375_G1,ALMOND PAPER 3/8 G1,,PAPER,0.589,0.889,7.112,PAPER,SF,PM,UKNOWN,0,2,0.375,11300,190600,0
PM-0000002,WHITE PAPER 3/8 G1,White_Paper_375_G1,WHITE PAPER 3/8 G1,,PAPER,0.589,0.889,7.115,PAPER,SF,PM,UKNOWN,0,2,0.375,11300,190500,0
PM-0000003,ALMOND PAPER 1/2 G2,Almond_Paper_500_G2,ALMOND PAPER 1/2 G2,,PAPER,0.78,1.05,8.4,PAPER,SF,PM,UKNOWN,0,2,0.5,12310,190600,0
PM-0000004,WHITE PAPER 1/2 G2,White_Paper_500_G2,WHITE PAPER 1/2 G2,,PAPER,0.78,1.05,8.4,PAPER,SF,PM,LUMBER,0,2,0.5,12310,190500,0
PM-0000005,Absolute Acajou250 1/4,Absolute_Acajou_250,Georgia Pines (Absolute Acajou),,PANO250,1.375,3.754,20.318,,SF,PM,SPELLMAN,0,2,0.25,20100,111000,0
PM-0000006,AFTERNOON SHOWERS250 1/4,Afternoon_Showers_250,Afternoon Showers,,PANO250,1.633,3.605,20.19,,SF,PM,UKNOWN,0,2,0.25,20100,111250,0
PM-0000012,ANTIQUE WHITE250 1/4,Antique_White_250,Bridal Shower (Antique White),,PANO250,1.403,3.783,20.343,,SF,PM,LUMBER,0,2,0.25,20100,111580,0
PM-0000014,ARBOR MYRTLE250 1/4,Arbor_Myrtle_250,Sugar Maple (Arbor Myrtle),,PANO250,1.392,3.772,20.333,,SF,PM,LUMBER,0,2,0.25,20100,111710,0
PM-0000015,BACKWOODS SYCAMORE250 1/4,Backwoods_Sycamore_250,BACKWOODS SYCAMORE250 1/4,,PANO250,1.408,3.368,19.987,,SF,PM,LUMBER,0,2,0.25,20100,114050,0
PM-0000018,BIRCH250 1/4,Birch_250,BIRCH250 1/4,no,PANO250,1.61,3.581,20.169,,SF,PM,UKNOWN,0,2,0.25,20100,114350,0
PM-0000019,BLACK250 1/4,Black_250,Onyx (Black),no,PANO250,1.039,2.981,19.655,,SF,PM,LUMBER,0,2,0.25,20100,114450,0
PM-0000022,BROWN PEARWOOD250 1/4,Brown_Pearwood_250,Walk in the Woods (Brown Pearwood),no,PANO250,1.246,3.618,20.201,,SF,PM,UKNOWN,0,2,0.25,20100,115000,0
PM-0000024,CABINET ALMOND250 1/4,Cabinet Almond 20100,Cafe Au Lait (Cabinet Almond),no,PANO250,1.059,3.422,20.033,,SF,PM,SPELLMAN,0,2,0.25,20100,110200,0
PM-0000025,CABINET ALMOND FF250 1/4,Caninet Almond FF 10205,Cafe Au Lait (Cabinet Almond),yes,PMFF,1.183,4.917,23.115,,SF,PM,UKNOWN,0,2,0.25,10205,110200,0
PM-0000030,CASTLE OAK II250 1/4,Castle Oak 20100,CASTLE OAK II,yes,PANO250,1.425,3.386,20.003,,SF,PM,LUMBER,0,2,0.25,20100,117040,0
PM-0000035,COUNTRY MAPLE250 1/4,Country Maple 20100,COUNTRY MAPLE250 1/4,yes,PANO250,1.074,3.018,19.687,,SF,PM,UKNOWN,0,2,0.25,20100,117680,0
PM-0000036,CRACKLE CRUNCH250 1/4,Crackle Crunch 20100,Tigerlilly (Crackle Crunch),yes,PANO250,1.423,3.384,20.001,,SF,PM,UKNOWN,0,2,0.25,20100,117700,0
PM-0000037,CUSTOM GREY250 1/4,Custom Gray250,Mystic Cloud (Custom Grey),no,PANO250,1.146,3.513,20.111,,SF,PM,UKNOWN,0,2,0.25,20100,117850,0
PM-0000041,DURA WHT_ALM250 1/4,Dura White_Almond 10200,Dura wht_alm,no,TWOSIDED,0.656,3.839,22.19,,SF,PM,DURAPLAY,0,2,0.25,10200,191050,0
PM-0000043,EGGAR 954 WHT250 1/4 G2S,Eggar White 250,DURAPLY WHT250 1/4 G2S,yes,GRGWD,0.781,1.87,8.015,,SF,PM,HARDWOODS,0,2,0.25,10200,191010,0
PM-0000045,EBONY SAND250 1/4,Ebony Sand250,Night Skies (Ebony Sand),yes,PANO250,1.378,3.337,19.96,,SF,PM,LUMBER,0,2,0.25,20100,123050,0
PM-0000050,EXQUISITE ELM250 1/4,Exquisite Elm 20100,EXQUISITE ELM250 1/4 (En Plein Air),yes,PANO250,1.379,3.338,19.961,,SF,PM,SPELLMAN,0,2,0.25,20100,308900,0
PM-0000054,FOG GRAY250 1/4,Fog Gray250,Steel Grey (Fog Grey),no,PANO250,1.186,3.555,20.147,,SF,PM,LUMBER,0,2,0.25,20100,126600,0
PM-0000057,GOTTA HAVIT250 1/4,Gotta Havit 20100,GOTTA HAVIT250 1/4 (Mango Tango),no,PANO250,1.484,3.448,20.056,,SF,PM,UKNOWN,0,2,0.25,20100,129640,0
PM-0000061,GUNSTOCK WALNUT250 1/4,Gunstock Walnut250,Gunstock Walnut (Maple Walnut),no,PANO250,1.546,3.513,20.111,,SF,PM,UKNOWN,0,2,0.25,20100,129850,0
PM-0000062,HARDROCK MAPLE250 1/4,Hardrock Maple250,Hardrock Maple,no,PANO250,1.276,3.23,19.868,,SF,PM,LUMBER,0,2,0.25,20100,132020,0
PM-0000069,MAHOGANY250 1/4,Mahogany250,MAHOGANY250 1/4,yes,PANO250,1.44,3.402,20.016,,SF,PM,LUMBER,0,2,0.25,20100,147010,0
PM-0000071,MAHOGANY IMPRESSION250 1/4,Mahogany Impression250,MAHOGANY IMPRESSION250 1/4 ,no,PANO250,1.404,3.364,19.984,,SF,PM,LUMBER,0,2,0.25,20100,147030,0
PM-0000074,MOCHA CHERRY250 1/4,Mocha Cherry250,Cafe Mocha (Mocha Cherry),yes,PANO250,1.378,3.757,20.32,,SF,PM,UKNOWN,0,2,0.25,20100,147450,0
PM-0000080,NEGOTAITING IN GENEVA250 1/4,Negotaiting in Geneva 20100,Cozy Cashmere (Negotiating in Geneva),yes,PANO250,1.436,3.818,20.372,,SF,PM,UKNOWN,0,2,0.25,20100,150200,0
PM-0000082,NIGHTFALL250 1/4 G1S,Witchcraft250,Tea Kettle (Witchcraft),no,PANO250,1.27,3.644,20.223,,SF,PM,UKNOWN,0,2,0.25,20100,150350,0
PM-0000084,NUTMEG CHERRY250 1/4,Nutmeg Cherry250,Nutmeg Cherry,yes,PANO250,1.517,3.483,20.085,,SF,PM,LUMBER,0,2,0.25,20100,150850,0
PM-0000085,Opulent Olmo250 1/4,Opulent Olmo 20100,Riverwood (Opulent Olmo),no,PANO250,1.42,3.381,19.998,,SF,PM,UKNOWN,0,2,0.25,20100,152000,0
PM-0000086,OATMEAL COOKIE250 1/4,Oatmeal Cookie 20100,OATMEAL COOKIE250 1/4 (Malibu Sands),yes,PANO250,1.385,3.344,19.967,,SF,PM,UKNOWN,0,2,0.25,20100,151000,0
PM-0000088,OXFORD WHITE250 G2S 1/4,OXFORD WHITE250 G2S 1/4,Winter White (Oxford White),yes,PANO250,0.807,2.737,19.446,,SF,PM,UKNOWN,0,2,0.25,20100,110100,0
PM-0000090,PEACH COBBLER250 1/4,Peach Cobbler 20100,PEACH COBBLER250 1/4 (Apple Fritter),no,PANO250,1.388,3.347,19.969,,SF,PM,UKNOWN,0,2,0.25,20100,155000,0
PM-0000092,PEPPERDUST250 1/4,Pepperdust250,Agreeable Greige (Pepperdust),yes,PANO250,1.436,3.818,20.372,,SF,PM,UKNOWN,0,2,0.25,20100,156260,0
PM-0000104,SELECT WALNUT250 1/4,Select Walnut250,Select Walnut,yes,PANO250,1.445,3.407,20.021,,SF,PM,UKNOWN,0,2,0.25,20100,162210,0
PM-0000113,STORM250 1/4,Storm250,Gunmetal (Storm),yes,PANO250,1.249,3.621,20.204,,SF,PM,UKNOWN,0,2,0.25,20100,162800,0
PM-0000115,SUNSET250 1/4,Sunset 20100,SUNSET250 1/4 (Autumn Orchards),yes,PANO250,1.399,3.359,19.979,,SF,PM,UKNOWN,0,2,0.25,20100,162860,0
PM-0000124,TWILIGHT250 1/4,Twilight250,Twilight,yes,PANO250,1.35,3.308,19.935,,SF,PM,UKNOWN,0,2,0.25,20100,165950,0
PM-0000129,WEDDING CAKE250 1/4,Wedding Cake 20100,Chocolate Swirl (Wedding Cake),no,PANO250,1.334,3.291,19.921,,SF,PM,UKNOWN,0,2,0.25,20100,174090,0
PM-0000132,WILLOW GREY250 1/4,Willow Grey250,Overcast (Willow Grey),no,PANO250,1.506,3.891,20.435,,SF,PM,UKNOWN,0,2,0.25,20100,174360,0
PM-0000135,Looks Likatre250 1/4,Looks Likatre250,Tallow (Looks Likatre),no,PANO250,1.471,3.855,20.404,,SF,PM,UKNOWN,0,2,0.25,20100,123060,0
PM-0000139,Trytoo Savatre250 1/4,Trytoo Savatre250,Cypress (Tryto Savatre),no,PANO250,1.378,3.337,19.96,,SF,PM,UKNOWN,0,2,0.25,20100,123064,0
PM-0000140,Aimtoo Savatre250 1/4,Aimtoo Savatre 20100,Aimtoo Savatre250 1/4,yes,PANO250,1.407,3.367,19.986,,SF,PM,UKNOWN,0,2,0.25,20100,123065,0
PM-0000141,Iwantoo Savatre250 1/4,Iwantoo Savatre 20100,Iwantoo Savatre250 1/4,yes,PANO250,1.315,3.271,19.904,,SF,PM,UKNOWN,0,2,0.25,20100,123066,0
PM-0000145,TL Absolute Acajou250 1/4,TL Absolute Acajou250,Georgia Pecans (Absolute Acajou TL),yes,TIMBERLINE250,1.531,4.758,22.078,TIMBERLINE,SF,PM,UKNOWN,0,2,0.25,20150,165350,0
PM-0000147,TL Black250 1/4,TL Black 20150,Coal Mines (Black TL),no,TIMBERLINE250,1.428,4.649,21.985,TIMBERLINE,SF,PM,UKNOWN,0,2,0.25,20150,165352,0
PM-0000151,TL Leave Likatre250 1/4,TL Leave Likatre 20150,TL Leave Likatre250 1/4,yes,TIMBERLINE250,1.406,4.626,21.965,TIMBERLINE,SF,PM,SPELLMAN,0,2,0.25,20150,165400,0
PM-0000152,TL Looks Likatre250 1/4,TL Looks Likatre250,Zen Garden (Looks Likatre TL),no,TIMBERLINE250,1.518,4.744,22.066,TIMBERLINE,SF,PM,UKNOWN,0,2,0.25,20150,165354,0
PM-0000153,TL Opto Printatre250 1/4,TL Opto Printatre 20150,TL Opto Printatre250 1/4 (Vineyard Grapevines),yes,TIMBERLINE250,1.477,4.701,22.029,TIMBERLINE,SF,PM,UKNOWN,0,2,0.25,20150,165355,0
PM-0000155,TL Oxford White250 1/4,TL Oxford White250,Frosted Forest (Oxford White TL),yes,TIMBERLINE250,1.12,3.486,20.988,TIMBERLINE,SF,PM,UKNOWN,0,2,0.25,20150,165357,0
PM-0000158,TL Trytoo Savatre250 1/4,TL Trytoo Savatre250,Wicked Cypress (Tryto Savatre TL),yes,TIMBERLINE250,1.61,4.841,22.149,TIMBERLINE,SF,PM,UKNOWN,0,2,0.25,20150,165358,0
PM-0000159,BLACK 1/2 TF G2,Black 12200,BLACK 1/2 TF G2,no,PANO500,0.872,2.491,20.135,,SF,PM,UKNOWN,0,2,0.5,12200,114450,0
PM-0000160,CABINET ALMOND 1/2 TF G2,Cabinet Almond,Cafe Au Lait (Cabinet Almond),no,PANO500,0.751,2.364,20.026,,SF,PM,UKNOWN,0,2,0.5,12200,110200,0
PM-0000161,OXFORD WHITE 1/2 TF G2,Oxford White,Winter White (Oxford White),yes,PANO500,0.751,2.364,20.026,,SF,PM,UKNOWN,0,2,0.5,12200,110100,0
PM-0000169,CL Rustic Oak250 1/4,CL Rustic Oak250,CL Rustic Oak,yes,CLEAF250,2.63,7.277,25.137,CLEAF,SF,PM,EBBRADLEYCO,0,2,0.25,10250,110720,0
PM-0000170,CL Lakeshore Oak250 1/4,CL Lakeshore Oak250,CL Lakeshore Oak,no,CLEAF250,2.917,7.578,25.395,CLEAF,SF,PM,EBBRADLEYCO,0,2,0.25,10250,110730,0
PM-0000184,T AFTER HOURS250 1/4,T After Hours250,Espresso Yourself (After Hours Tafisa),yes,TAFISA250,2.031,4.443,21.808,TIMBERLINE,SF,PM,UKNOWN,0,2,0.25,10250,107100,0
PM-0000185,T APRES SKI250 1/4,T Apres Ski250,Townhouse Teatime (Apres Ski Tafisa),no,TAFISA250,1.841,4.243,21.637,TIMBERLINE,SF,PM,UKNOWN,0,2,0.25,10250,107050,0
PM-0000186,T CASTING AT FIRST LIGHT250 1/4,T Casting at First Light 10250,T Casting at First Light,yes,TAFISA250,2.031,6.333,23.428,TAFISA,SF,PM,UKNOWN,0,2,0.25,10250,107200,0
PM-0000187,T STARGAZER250 1/4,T Stargazer 10250,T Stargazer,yes,TAFISA250,2.031,6.333,23.428,TAFISA,SF,PM,UKNOWN,0,2,0.25,10250,107600,0
PM-0000188,T SUNDAY BRUNCH250 1/4,T Sunday Brunch250,Candlelight Dinner (Sunday Brunch Tafisa),no,TAFISA250,2.031,4.443,21.808,TIMBERLINE,SF,PM,UKNOWN,0,2,0.25,10250,107625,0
PM-0000189,T SUNSET CRUISE250 1/4,T Sunset Cruise 10250,T Sunset Cruise,yes,TAFISA250,2.031,6.333,23.428,TAFISA,SF,PM,UKNOWN,0,2,0.25,10250,107650,0
PM-0000190,T TEA FOR TWO250 1/4,T Tea for Two250,Chamomile Comfort (Tea For Two Tafisa),yes,TAFISA250,2.031,4.443,21.808,TIMBERLINE,SF,PM,UKNOWN,0,2,0.25,10250,107700,0
PM-0000192,T WEEKEND GETAWAY250 1/4,T Weekend Getaway 10250,T Weekend Getaway,yes,TAFISA250,2.031,6.333,23.428,TAFISA,SF,PM,UKNOWN,0,2,0.25,10250,107900,0
PM-0000193,T WINTER FUN250 1/4,T Winter Fun 10250,Moonlit Lake (Winter Fun Tafisa),yes,TAFISA250,2.031,6.333,23.428,TAFISA,SF,PM,UKNOWN,0,2,0.25,10250,107925,0
PM-0000194,U DRIFTWOOD250 1/4,U Driftwood250,Silver Elm (Driftwood Uniboard),no,UNIBOARD250,1.938,4.345,21.724,UNIBOARD,SF,PM,UKNOWN,0,2,0.25,10250,167000,0
PM-0000195,U EMBER250 1/4,U Ember250,Sable (Ember Uniboard),no,UNIBOARD250,1.938,4.345,21.724,UNIBOARD,SF,PM,UKNOWN,0,2,0.25,10250,167005,0
PM-0000197,U MYSTIC250 1/4,U Mystic250,U Mystic,yes,UNIBOARD250,1.938,4.345,21.724,UNIBOARD,SF,PM,UKNOWN,0,2,0.25,10250,167015,0
PM-0000198,U SILVA250 1/4,U Silva250,Kentucky Coffee Tree (Silva Uniboard),yes,UNIBOARD250,1.938,4.345,21.724,UNIBOARD,SF,PM,UKNOWN,0,2,0.25,10250,167020,0
PM-0000217,T AFTER HOURS 3/4,T After Hours,Espresso Yourself (After Hours Tafisa),no,TAFISA750,1.841,4.033,21.000,TAFISA,SF,PM,UKNOWN,0,2,0.75,5,107100,0
PM-0000218,T APRES SKI 3/4,T Apres Ski,Townhouse Teatime (Apres Ski Tafisa),yes,TAFISA750,1.841,4.033,21.000,TAFISA,SF,PM,UKNOWN,0,2,0.75,5,107050,0
PM-0000219,T CASTING AT FIRST LIGHT 3/4,T Casting at First Light 15150,T Casting at First Light,no,TAFISA750,2.094,6.136,22.36,TAFISA,SF,PM,UKNOWN,0,2,0.75,15150,107200,0
PM-0000220,T STARGAZER 3/4,T Stargazer 15150,T Stargazer,yes,TAFISA750,2.094,6.136,22.36,TAFISA,SF,PM,UKNOWN,0,2,0.75,15150,107600,0
PM-0000221,T SUNDAY BRUNCH 3/4,T Sunday Brunch,Candlelight Dinner (Sunday Brunch Tafisa),yes,TAFISA750,2.094,4.299,21.000,TAFISA,SF,PM,UKNOWN,0,2,0.75,5,107625,0
PM-0000222,T SUNSET CRUISE 3/4,T Sunset Cruise 15150,T Sunset Cruise,yes,TAFISA750,2.094,6.136,22.36,TAFISA,SF,PM,UKNOWN,0,2,0.75,15150,107650,0
PM-0000223,T TEA FOR TWO 3/4,T Tea for Two,Chamomile Comfort (Tea For Two Tafisa),yes,TAFISA750,2.094,4.299,21.000,TAFISA,SF,PM,UKNOWN,0,2,0.75,5,107700,0
PM-0000225,T WEEKEND GETAWAY 3/4,T Weekend Getaway 15150,T Weekend Getaway,yes,TAFISA750,2.094,6.136,22.36,TAFISA,SF,PM,UKNOWN,0,2,0.75,15150,107900,0
PM-0000226,T WINTER FUN 3/4,T Winter Fun 15150,Moonlit Lake (Winter Fun Tafisa),yes,TAFISA750,2.094,6.136,21.000,TAFISA,SF,PM,UKNOWN,0,2,0.75,5,107925,0
PM-0000227,U DRIFTWOOD 3/4,U Driftwood,Silver Elm (Driftwood Uniboard),yes,UNIBOARD750,2.172,4.381,21.000,UNIBOARD,SF,PM,UKNOWN,0,2,0.75,5,167000,0
PM-0000228,U EMBER 3/4,U Ember,Sable (Ember Uniboard),yes,UNIBOARD750,2.172,4.381,21.000,UNIBOARD,SF,PM,UKNOWN,0,2,0.75,5,167005,0
PM-0000230,U MYSTIC 3/4,U Mystic,U Mystic,yes,UNIBOARD750,2.172,4.381,20.855,UNIBOARD,SF,PM,UKNOWN,0,2,0.75,15150,167015,0
PM-0000231,U SILVA 3/4,U Silva,Kentucky Coffee Tree (Silva Uniboard),yes,UNIBOARD750,2.172,4.381,21.000,UNIBOARD,SF,PM,UKNOWN,0,2,0.75,5,167020,0
PM-0000280,CL Rialto 3/4,CL Rialto,CL Rialto,yes,CLEAF750,3.79,6.08,23.211,CLEAF,SF,PM,EBBRADLEYCO,0,2,0.75,15150,110710,0
PM-0000281,CL Rustic Oak 3/4,CL Rustic Oak,CL Rustic Oak,yes,CLEAF750,2.894,6.451,23.53,CLEAF,SF,PM,EBBRADLEYCO,0,2,0.75,15150,110720,0
PM-0000282,CL Lakeshore Oak 3/4,CL Lakeshore Oak,CL Lakeshore Oak,yes,CLEAF750,2.894,6.451,23.53,CLEAF,SF,PM,EBBRADLEYCO,0,2,0.75,15150,110730,0
PM-0000286,CL KHAKI LINEN 3/4,CL Khaki Linen,CL Khaki Linen,yes,CLEAF750,3.113,5.369,22.602,CLEAF,SF,PM,EBBRADLEYCO,0,2,0.75,15150,110850,0
PM-0000295,Absolute Acajou 3/4,Absolute Acajou,Georgia Pines (Absolute Acajou),yes,PANO750A,1.89,4.085,19.000,,SF,PM,UKNOWN,0,2,0.75,3,111000,0
PM-0000296,Absolute Acajou 4 x 10 3/4,Absolute Acajou 15225,Georgia Pines (Absolute Acajou),yes,PM4X10,1.573,3.752,22.116,4X10,SF,PM,SPELLMAN,0,2,0.75,15225,111000,0
PM-0000297,AFTERNOON SHOWERS 3/4,Afternoon Showers,Afternoon Showers,yes,PANO750B,1.933,3.71,22.08,,SF,PM,SPELLMAN,0,2,0.75,15200,111250,0
PM-0000305,ANTIQUE WHITE 3/4,Antique White,Bridal Shower (Antique White),yes,PANO750A,1.732,3.919,18.000,,SF,PM,LUMBER,0,2,0.75,2,111580,0
PM-0000306,ANTIQUE WHITE FORMLD FREE 3/4,Antique White FF 15205,Antique White (Bridal Shower),yes,PMFF,1.006,4.731,22.955,,SF,PM,UKNOWN,0,2,0.75,15205,111580,0
PM-0000307,ANTIQUE WHITE 4X10 3/4,Antique White 15225,Bridal Shower (Antique White),yes,PM4X10,1.25,3.413,21.825,4X10,SF,PM,SPELLMAN,0,2,0.75,15225,111580,0
PM-0000309,ARBOR MYRTLE 3/4,Arbor Myrtle,Sugar Maple (Arbor Myrtle),yes,PANO750A,1.927,4.123,19.000,,SF,PM,LUMBER,0,2,0.75,3,111710,0
PM-0000310,Arbor Myrtle 4 x 10 3/4,Arbor Myrtle 15225,Arbor Myrtle (Sugar Maple),yes,PM4X10,1.667,3.85,22.2,4X10,SF,PM,SPELLMAN,0,2,0.75,15225,111710,0
PM-0000313,BIRCH 3/4,Birch 15200,BIRCH 3/4,yes,PANO750B,2.16,3.948,22.284,,SF,PM,LUMBER,0,2,0.75,15200,114350,0
PM-0000315,BLACK 3/4,Black,Onyx (Black),yes,PANO750B,1.46,3.213,18.000,,SF,PM,LUMBER,0,2,0.75,2,114450,0
PM-0000316,Black 4 x 10 3/4,Black 15225,Black 4 x 10 3/4 (Onyx),no,PM4X10,1.138,3.295,21.724,4X10,SF,PM,SPELLMAN,0,2,0.75,15225,114450,0
PM-0000318,BROWN PEARWOOD 3/4,Brown Pearwood(Choc Pear),Walk in the Woods (Brown Pearwood),yes,PANO750A,1.797,3.987,19.000,,SF,PM,UKNOWN,0,2,0.75,3,115000,0
PM-0000319,Brown Pearwood 4 X 10 3/4,Brown Pearwood 15225,Brown Pearwood (Walk in the Woods),yes,PM4X10,1.37,3.539,21.933,4X10,SF,PM,SPELLMAN,0,2,0.75,15225,115000,0
PM-0000321,CABINET ALMOND 3/4,Cabinet Almond,Cafe Au Lait (Cabinet Almond),no,PANO750A,1.359,3.527,18.000,,SF,PM,SPELLMAN,0,2,0.75,15200,110200,0
PM-0000322,CABINET ALMOND FORMLD FREE 3/4,Cabinet Almond FF 15205,Cafe Au Lait (Cabinet Almond),no,PMFF,1.183,4.917,23.115,,SF,PM,SPELLMAN,0,2,0.75,2,110200,0
PM-0000323,CABINET ALMOND 4X10 3/4,Cabinet Almond 15225,Cafe Au Lait (Cabinet Almond),yes,PM4X10,0.931,3.078,21.538,4X10,SF,PM,SPELLMAN,0,2,0.75,15225,110200,0
PM-0000329,CASTLE OAK II 3/4,Castle Oak II 15200,CASTLE OAK II,no,PANO750B,1.987,3.766,22.128,,SF,PM,UKNOWN,0,2,0.75,15200,117040,0
PM-0000336,COUNTRY MAPLE 3/4,Country Maple 15200,COUNTRY MAPLE 3/4,no,PANO750B,1.327,3.073,21.534,,SF,PM,LUMBER,0,2,0.75,15200,117680,0
PM-0000337,CRACKLE CRUNCH 3/4,Crackle Crunch 15200,Tigerlilly (Crackle Crunch),yes,PANO750B,1.887,3.661,19.000,,SF,PM,UKNOWN,0,2,0.75,3,117700,0
PM-0000338,CUSTOM GRAY 3/4,Custom Gray,Mystic Cloud (Custom Grey),no,PANO750A,1.506,3.681,18.000,,SF,PM,LUMBER,0,2,0.75,2,117850,0
PM-0000339,Custom Grey 4 x 10 3/4,Custom Grey 15225,Mystic Cloud (Custom Grey),yes,PM4X10,1.308,3.473,21.877,4X10,SF,PM,SPELLMAN,0,2,0.75,15225,117850,0
PM-0000342,DURA ALMOND 3/4 T225,Duraply Almond,Duraply Almond,no,GRGWD,0.97,2.57,16.000,,SF,PM,SPELLMAN,0,2,0.75,15200,191020,0
PM-0000344,DURA WHT_ALM 3/4,Dura White_Almond 15200,Cafe Au Lait / Winter White (Cabinet Almond/Ox White),yes,TWOSIDED,0.97,2.57,16.000,,SF,PM,DURAPLAY,0,2,0.75,8,191050,0
PM-0000348,DURA CIN MYRTLE 2S 3/4,Dura Cinnamon Myrtle 15200,DURA CIN MYRTLE 2S 3/4,no,GRGWD,0.76,1.848,7.920,,SF,PM,SPELLMAN,0,2,0.75,15200,117350,0
PM-0000354,DURA WHITE 3/4 G2S W662,Duraply White,Winter White / Winter White (Ox White/Ox White),yes,GRGWD,1.06,2.66,16.000,,SF,PM,SPELLMAN,0,2,0.75,8,191010,0
PM-0000357,DURA WHT_GRPH SPK 3/4,DURA WHT_GRPH SPK 15200,Cosmic Dust / Winter White (Graphite Spectrum/Ox White),no,TWOSIDED,0.934,4.131,16.000,,SF,PM,DURAPLAY,0,2,0.75,8,191150,0
PM-0000359,DURA WHT_FOG GREY 3/4,Dura White_Fog Grey 15200,Steel Grey / Winter White (Fog Grey/Ox White),no,TWOSIDED,1.053,4.256,16.000,,SF,PM,DURAPLAY,0,2,0.75,8,191250,0
PM-0000361,DURA WHT_HRDRCK MPL 3/4,Dura White_Hardrock 15200,Danish Maple / Winter White (Hard Rock Maple/Ox White),no,TWOSIDED,0.812,4.003,16.000,,SF,PM,DURAPLAY,0,2,0.75,8,191260,0
PM-0000365,EBONY SAND 3/4,Ebony Sand,Night Skies (Ebony Sand),yes,PANO750B,1.887,3.661,18.000,,SF,PM,LUMBER,0,2,0.75,2,123050,0
PM-0000372,EXQUISITE ELM 3/4,Exquisite Elm 15200,EXQUISITE ELM 3/4 (En Plein Air),no,PANO750B,1.903,3.678,22.053,,SF,PM,SPELLMAN,0,2,0.75,15200,123950,0
PM-0000373,Exquisite Elm 4 x 10 3/4,Exquisite Elm 15225,Exquisite Elm 4 x 10 3/4 (En Plein Air),yes,PM4X10,1.818,4.009,22.336,4X10,SF,PM,SPELLMAN,0,2,0.75,15225,123950,0
PM-0000376,FOG GREY 3/4,Fog Grey,Steel Grey (Fog Grey),yes,PANO750A,1.526,3.702,18.000,,SF,PM,LUMBER,0,2,0.75,2,126600,0
PM-0000379,GOTTA HAVIT 3/4,Gotta Havit 15200,GOTTA HAVIT 3/4 (Mango Tango),no,PANO750B,1.832,3.604,21.989,,SF,PM,UKNOWN,0,2,0.75,15200,129640,0
PM-0000383,GUNSTOCK WALNUT 3/4,Gunstock Walnut,Gunstock Walnut (Maple Walnut),yes,PANO750B,2.22,4.011,22.338,,SF,PM,LUMBER,0,2,0.75,15200,129850,0
PM-0000384,HARDROCK MAPLE 3/4,Hardrock Maple,Hardrock Maple,yes,PANO750B,1.736,3.503,21.902,,SF,PM,LUMBER,0,2,0.75,15200,132020,0
PM-0000391,MAHOGANY 3/4,Mahogany,Mahogany,yes,PANO750B,1.941,3.718,22.087,,SF,PM,LUMBER,0,2,0.75,15200,147010,0
PM-0000393,MAHOGANY IMPRESSION 3/4,Mahogany Impression,Mahogany Impression (Acer Rubrum),yes,PANO750B,1.876,3.65,22.028,,SF,PM,UKNOWN,0,2,0.75,15200,147030,0
